Dòng máy,Giá,Phiên bản,Tình trạng,Tinh_trang_tong_hop,Xuất xứ,Dung lượng (GB),Tình trạng pin,Pin_bucket,Chính sách bảo hành
iPhone 13 Pro Max,9200000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,,256.0,91%,90-94%,Hết bảo hành
iPhone 13 Pro Max,7500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,91%,90-94%,
iPhone 13 Pro Max,8950000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,91%,90-94%,
iPhone 13 Pro Max,6500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,128.0,89%,85-89%,
iPhone 13 Pro Max,11500000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),256.0,100%,100%,Hết bảo hành
iPhone 13 Pro Max,9500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,100%,100%,Còn bảo hành
iPhone 13 Pro Max,8000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),"Màn thay, Pin thay",,128.0,92%,90-94%,
iPhone 13 Pro Max,6700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,256.0,99%,97-99%,Còn bảo hành
iPhone 13 Pro Max,6899000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,94%,90-94%,
iPhone 13 Pro Max,8500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,74%,Dưới 80%,Hết bảo hành
iPhone 13 Pro Max,7850000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,92%,90-94%,Hết bảo hành
iPhone 13 Pro Max,10500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,91%,90-94%,7-12 tháng
iPhone 13 Pro Max,7990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,91%,90-94%,Còn bảo hành
iPhone 13 Pro Max,8990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,1024.0,91%,90-94%,
iPhone 13 Pro Max,11800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,91%,90-94%,
iPhone 13 Pro Max,6600000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,,256.0,91%,90-94%,
iPhone 13 Pro Max,7900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,92%,90-94%,
iPhone 13 Pro Max,5500000.0,,Đã sử dụng (chưa sửa chữa),Màn thay,Chính hãng VN (VNA),128.0,100%,100%,Còn bảo hành
iPhone 13 Pro Max,8500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,90%,90-94%,Còn bảo hành
iPhone 13 Pro Max,9999999.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,90%,85-89%,
iPhone 13 Pro Max,7800000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,92%,90-94%,
iPhone 13 Pro Max,10450000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Chính hãng VN (VNA),256.0,91%,90-94%,3 tháng
iPhone 13 Pro Max,7550000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,91%,90-94%,
iPhone 13 Pro Max,7300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,128.0,91%,90-94%,1 tháng
iPhone 13 Pro Max,8500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,89%,85-89%,Còn bảo hành
iPhone 13 Pro Max,8200000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,90%,90-94%,
iPhone 13 Pro Max,7000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,91%,90-94%,
iPhone 13 Pro Max,9790000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),128.0,90%,85-89%,Còn bảo hành
iPhone 13 Pro Max,8400000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Việt Nam,128.0,89%,85-89%,
iPhone 13 Pro Max,7290000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,128.0,91%,90-94%,
iPhone 13 Pro Max,7500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,100%,100%,Còn bảo hành
iPhone 13 Pro Max,7400000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,91%,90-94%,
iPhone 13 Pro Max,10000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,84%,80-84%,
iPhone 13 Pro Max,7500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,97%,97-99%,
iPhone 13 Pro Max,9200000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,93%,90-94%,
iPhone 13 Pro Max,7700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,89%,85-89%,Hết bảo hành
iPhone 13 Pro Max,9500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,90%,90-94%,3 tháng
iPhone 13 Pro Max,11490000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,95%,95-96%,4-6 tháng
iPhone 13 Pro Max,6990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,90%,90-94%,Còn bảo hành
iPhone 13 Pro Max,10900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,91%,90-94%,7-12 tháng
iPhone 13 Pro Max,8500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,100%,100%,1 tháng
iPhone 13 Pro Max,9800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,83%,80-84%,
iPhone 13 Pro Max,6200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,90%,85-89%,
iPhone 13 Pro Max,10000000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,75%,Dưới 80%,
iPhone 13 Pro Max,8500000.0,,Đã sử dụng (chưa sửa chữa),Màn thay,Việt Nam,128.0,99%,97-99%,
iPhone 13 Pro Max,8950000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,85%,85-89%,
iPhone 13 Pro Max,8500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,89%,85-89%,
iPhone 13 Pro Max,9500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,93%,90-94%,Hết bảo hành
iPhone 13 Pro Max,6500000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Pin thay,,128.0,74%,Dưới 80%,
iPhone 13 Pro Max,6800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,,128.0,100%,100%,4-6 tháng
iPhone 13 Pro Max,13500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,91%,90-94%,7-12 tháng
iPhone 13 Pro Max,8500000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,,128.0,89%,85-89%,
iPhone 13 Pro Max,9800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,90%,90-94%,Hết bảo hành
iPhone 13 Pro Max,7900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,94%,90-94%,
iPhone 13 Pro Max,9500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,100%,100%,Còn bảo hành
iPhone 13 Pro Max,9000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,91%,90-94%,4-6 tháng
iPhone 13 Pro Max,7000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Mỹ (LL/A),128.0,91%,90-94%,3 tháng
iPhone 13 Pro Max,8900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,100%,100%,Còn bảo hành
iPhone 13 Pro Max,9500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,82%,80-84%,
iPhone 13 Pro Max,12900000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),512.0,92%,90-94%,4-6 tháng
iPhone 13 Pro Max,9000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,91%,90-94%,
iPhone 13 Pro Max,8500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,82%,80-84%,
iPhone 13 Pro Max,5990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,87%,85-89%,Hết bảo hành
iPhone 13 Pro Max,8800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,100%,100%,4-6 tháng
iPhone 13 Pro Max,7000000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,84%,80-84%,
iPhone 13 Pro Max,10300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,90%,90-94%,
iPhone 13 Pro Max,7399000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Mỹ (LL/A),128.0,91%,90-94%,Hết bảo hành
iPhone 13 Pro Max,7900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,,128.0,92%,90-94%,
iPhone 13 Pro Max,9000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,91%,90-94%,Hết bảo hành
iPhone 13 Pro Max,7500000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,"Màn thay, Pin thay",,128.0,91%,90-94%,
iPhone 13 Pro Max,8950000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),512.0,90%,90-94%,Còn bảo hành
iPhone 13 Pro Max,8600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,89%,85-89%,
iPhone 13 Pro Max,8999000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,91%,90-94%,
iPhone 13 Pro Max,8500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,89%,85-89%,3 tháng
iPhone 13 Pro Max,8200000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Đã sửa chữa,,128.0,90%,90-94%,
iPhone 13 Pro Max,8400000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,77%,Dưới 80%,Hết bảo hành
iPhone 13 Pro Max,10500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Việt Nam,256.0,91%,90-94%,3 tháng
iPhone 13 Pro Max,7400000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,93%,90-94%,
iPhone 13 Pro Max,8200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,100%,100%,3 tháng
iPhone 13 Pro Max,5500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,94%,90-94%,
iPhone 13 Pro Max,7000000.0,,Đã sử dụng (chưa sửa chữa),Pin thay,Việt Nam,128.0,91%,90-94%,
iPhone 13 Pro Max,10200000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,256.0,88%,85-89%,3 tháng
iPhone 13 Pro Max,8800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,73%,Dưới 80%,3 tháng
iPhone 14,7300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,88%,85-89%,
iPhone 14,9300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,91%,90-94%,4-6 tháng
iPhone 14,8000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,90%,90-94%,Hết bảo hành
iPhone 14,9600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,91%,90-94%,4-6 tháng
iPhone 14,9800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,91%,90-94%,7-12 tháng
iPhone 14,9500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,100%,100%,4-6 tháng
iPhone 14,9500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Việt Nam,128.0,91%,90-94%,3 tháng
iPhone 14,11900000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Chính hãng VN (VNA),128.0,100%,100%,>12 tháng
iPhone 14,8500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,89%,85-89%,7-12 tháng
iPhone 14,8500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Trung Quốc,128.0,89%,85-89%,Hết bảo hành
iPhone 14,9800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,92%,90-94%,>12 tháng
iPhone 14,8100000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,79%,Dưới 80%,Còn bảo hành
iPhone 14,6990000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,90%,90-94%,
iPhone 14,7850000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Chính hãng VN (VNA),128.0,99%,97-99%,Hết bảo hành
iPhone 14,11909000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,90%,90-94%,
iPhone 14,7800000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,94%,90-94%,
iPhone 14,9500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,91%,90-94%,7-12 tháng
iPhone 14,6550000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,86%,85-89%,
iPhone 14 Plus,5800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Mỹ (LL/A),128.0,88%,85-89%,4-6 tháng
iPhone 14 Plus,8500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,89%,85-89%,
iPhone 14 Plus,9000000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,91%,90-94%,Còn bảo hành
iPhone 14 Plus,6890000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),128.0,90%,90-94%,
iPhone 14 Plus,11600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,92%,90-94%,3 tháng
iPhone 14 Plus,8500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Mỹ (LL/A),128.0,89%,85-89%,4-6 tháng
iPhone 14 Plus,5800000.0,,Đã sử dụng (chưa sửa chữa),Màn thay,,128.0,89%,85-89%,4-6 tháng
iPhone 14 Plus,5990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,89%,85-89%,
iPhone 14 Plus,5550000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Mỹ (LL/A),128.0,89%,85-89%,3 tháng
iPhone 14 Plus,7850000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,86%,85-89%,
iPhone 14 Plus,7700000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Màn thay,Mỹ (LL/A),256.0,92%,90-94%,3 tháng
iPhone 14 Plus,7999000.0,,Đã sử dụng (chưa sửa chữa),Màn thay,Mỹ (LL/A),128.0,82%,80-84%,3 tháng
iPhone 14 Plus,7700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,89%,85-89%,
iPhone 14 Plus,7999999.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,100%,100%,
iPhone 14 Plus,9500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,91%,90-94%,
iPhone 14 Plus,5950000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,88%,85-89%,
iPhone 14 Plus,9600000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,91%,90-94%,
iPhone 14 Plus,10500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,91%,90-94%,7-12 tháng
iPhone 14 Plus,7600000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,92%,90-94%,Hết bảo hành
iPhone 14 Plus,6990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,92%,90-94%,
iPhone 14 Plus,9500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Việt Nam,128.0,83%,80-84%,Hết bảo hành
iPhone 14 Plus,10950000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Chính hãng VN (VNA),256.0,81%,80-84%,Hết bảo hành
iPhone 14 Plus,9999000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,87%,85-89%,Hết bảo hành
iPhone 14 Plus,8960000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,91%,90-94%,Hết bảo hành
iPhone 14 Plus,10200000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,100%,100%,>12 tháng
iPhone 14 Plus,7999000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,91%,90-94%,
iPhone 14 Plus,10990000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Chính hãng VN (VNA),128.0,96%,95-96%,Hết bảo hành
iPhone 14 Plus,10500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Nhật Bản,128.0,87%,85-89%,3 tháng
iPhone 14 Plus,11500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,92%,90-94%,7-12 tháng
iPhone 14 Plus,10500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Mỹ (LL/A),128.0,91%,90-94%,>12 tháng
iPhone 14 Plus,9800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,91%,90-94%,
iPhone 14 Plus,6900000.0,Khóa mạng (Lock),Mới,Zin không trầy xước,Mỹ (LL/A),128.0,94%,90-94%,
iPhone 14 Plus,9700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,91%,90-94%,
iPhone 14 Plus,9700000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,100%,100%,
iPhone 14 Plus,6150000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,89%,85-89%,Hết bảo hành
iPhone 14 Plus,6500000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Mỹ (LL/A),128.0,81%,80-84%,
iPhone 14 Plus,9500000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Nhật Bản,256.0,90%,90-94%,
iPhone 14 Plus,7490000.0,Khóa mạng (Lock),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,92%,90-94%,
iPhone 14 Plus,7800000.0,,Đã sử dụng (chưa sửa chữa),Màn thay,Mỹ (LL/A),128.0,90%,90-94%,Hết bảo hành
iPhone 14 Plus,5000000.0,Quốc tế (Không khoá mạng),Đã sửa chữa / thay linh kiện,Đã sửa chữa,,128.0,90%,85-89%,
iPhone 14 Pro,10800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,85%,85-89%,
iPhone 14 Pro,8890000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Màn thay,Mỹ (LL/A),256.0,89%,85-89%,
iPhone 14 Pro,12900000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,256.0,92%,90-94%,
iPhone 14 Pro,6300000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,88%,85-89%,
iPhone 14 Pro,10000000.0,Quốc tế (Không khoá mạng),Mới,Zin không trầy xước,Mỹ (LL/A),128.0,100%,100%,
iPhone 14 Pro,12500000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),256.0,92%,90-94%,
iPhone 14 Pro,12800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Pin thay,Việt Nam,1024.0,92%,90-94%,3 tháng
iPhone 14 Pro,8300000.0,,Đã sử dụng (chưa sửa chữa),Đã sửa chữa,,128.0,89%,85-89%,
iPhone 14 Pro,12490000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Hong Kong,128.0,86%,85-89%,4-6 tháng
iPhone 14 Pro,12800000.0,Quốc tế (Không khoá mạng),Đã sử dụng (chưa sửa chữa),Đã sửa chữa,Mỹ (LL/A),128.0,91%,90-94%,3 tháng
