Tiêu đề,Loại người bán,Tình trạng,Dòng máy,Phiên bản,Xuất xứ,Màu sắc,Dung lượng,Chính sách bảo hành,Giá,Tình trạng pin,Ngoại hình,Độ zin,ID tin,Link,Ngày đăng,Địa chỉ,Mô tả chi tiết,Scraped at
IPhone 14 Pro 128GB Đen quốc tế zin all,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone 14 Pro,Quốc tế (Không khoá mạng),null,Đen,128 GB,null,11000000,null,null,null,131012977,https://www.chotot.com/131012977.htm,10 giờ trước,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","Cần bán IPhone 14 Pro đen 128gb quốc tế, máy đẹp, máy mọi chức năng xài tốt, face id ok, pin trâu, máy chuẩn zin all, phụ kiện sạc cáp, có nhận trả góp bao nợ xấu hoặc góp qua thẻ tín dụng",2026-05-06 22:35:11
iPhone SE 2.2020 64GB.quốc tế. zin áp ốc.đẹp cận99,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone SE,Quốc tế (Không khoá mạng),null,Đen,64 GB,null,1750000,null,null,null,132216753,https://www.chotot.com/132216753.htm,10 giờ trước,"Phường 8, Quận 11, Tp Hồ Chí Minh",iphone se 2. 2020. 64g quốc tế. zin áp ốc. đẹp cận 99. fun. ilao sạch. riset ok. vân tay ok. cấu hình chíp của iphone 11 .nên Siêu mạnh. fun. bao test 7 ngày.,2026-05-06 22:35:12
12pmax 128 máy như hình icloud hiện đã chặn xóa,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone 12 Pro Max,Quốc tế (Không khoá mạng),Mỹ (LL/A),Trắng,128 GB,1 tháng,4290000,null,null,null,131548858,https://www.chotot.com/131548858.htm,10 giờ trước,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh","12pmax 128gb máy như hình full zin chức năng,icloud đã chặn xóa, tải ứng dụng bt  Giá ko fix ,giá = xs  xài chữa cháy ,chơi game ngon luôn Tặng full phụ kiện",2026-05-06 22:35:12
IPhone 11 Promax 512GB gold quốc tế,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone 11 Pro Max,Quốc tế (Không khoá mạng),null,Vàng,512 GB,null,5600000,null,null,null,131035682,https://www.chotot.com/131035682.htm,10 giờ trước,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","Cần bán IPhone 11 Promax gold 512gb quốc tế, máy đẹp, máy mọi chức năng xài tốt, face id ok, pin trâu, màn thay, phụ kiện sạc cáp, có nhận trả góp bao nợ xấu hoặc góp qua thẻ tín dụng",2026-05-06 22:35:13
IPhone 14 Pro 128GB EID 2 sim vật lý,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone 14 Pro,Khóa mạng (Lock),Mỹ (LL/A),Xanh Pacific,128 GB,null,9990000,null,null,null,132216737,https://www.chotot.com/132216737.htm,10 giờ trước,"Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh","HCM Bình Thạnh thanh lý: - Iphone 14Pro 128gb Màu tím Zin Chuẩn. - Lock đã CNC và up EID khay 2 sim vật lý. Gắn sim là dùng như Quốc tế, sim sóng căng 5G. - Ngoại hình máy còn đẹp, pin 85%. Tin còn máy còn. Thiện chí mua nhắn mình. Cảm ơn ạ.",2026-05-06 22:35:13
Apple iPhone 14 Pro Max 256GB Đen VN/A,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone 14 Pro Max,Quốc tế (Không khoá mạng),Việt Nam,Đen,256 GB,Hết bảo hành,9850000,null,null,null,132216736,https://www.chotot.com/132216736.htm,10 giờ trước,"Phường Nhật Tân, Quận Tây Hồ, Hà Nội","Mình cần bán ip14 promax đen bản VN/A 256g Máy đã tháo để sửa nguồn trên mạch main sau 1 ngày đẹp trời sạc không lên. Ngoài ra nguyên bản vốn  hết ( pin dùng xuống còn 82% vẫn dùng được 1 ngày thoải mái) Mọi chức năng đầy đủ và sử dụng hoàn toàn bình thường k lỗi lầm. Sau khỉ sửa mình vẫn dùng bình thường ok mà giờ siết được nợ nên đổi được máy rồi Ưu tiên anh em thợ đến kiểm tra vào việc cho nhanh gọn vì mình dân tay chân mù lần công nghệ, cũng chỉ biết dùng chứ k biết giải thích hay trả lời thế nào với các câu hỏi kĩ thuật gì gì",2026-05-06 22:35:13
iPhone XS Max 64GB Đen lock,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone XS Max,Khóa mạng (Lock),null,Đen,64 GB,null,2700000,null,null,null,128815699,https://www.chotot.com/128815699.htm,10 giờ trước,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","Cần bán IPhone XS Max đen 64gb lock, máy đẹp, máy mọi chức năng xài tốt chỉ bị lỗi face id, pin trâu, máy lock có sẵn sim ghép chỉ cần bỏ sim vào xài như quốc tế, phụ kiện sạc cáp, có nhận trả góp bao nợ xấu hoặc góp qua thẻ tín dụng",2026-05-06 22:35:13
iPhone 8 64GB Vàng hồng,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone 8,null,null,Vàng đồng,64 GB,null,1700000,null,null,null,132216732,https://www.chotot.com/132216732.htm,10 giờ trước,"Phường 3, Quận 4, Tp Hồ Chí Minh","Điện thoại iPhone 8 64GB màu vàng hồng.   - Thiết kế nhỏ gọn, dễ cầm nắm.   - Hiệu năng ổn định, camera chụp ảnh đẹp.   - Phù hợp nhu cầu sử dụng cơ bản.",2026-05-06 22:35:14
IPhone X 64GB Đen quốc tế zin all,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone X,Quốc tế (Không khoá mạng),null,Đen,64 GB,null,2900000,null,null,null,131230468,https://www.chotot.com/131230468.htm,10 giờ trước,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","Cần bán IPhone X đen 64gb quốc tế, máy đẹp, máy mọi chức năng xài tốt, face id ok, pin trâu, máy chuẩn zin all, phụ kiện sạc cáp",2026-05-06 22:35:14
Apple iPhone 17 256GB LL/A Tím Mới - Quốc tế LL/A,Bán chuyên,Mới,iPhone 17,Quốc tế (Không khoá mạng),Mỹ (LL/A),Xanh Pacific,256 GB,Còn bảo hành,21500000,null,null,null,131275414,https://www.chotot.com/131275414.htm,10 giờ trước,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh","Apple iPhone 17 256GB LL/A Lavender Mới - Quốc tế LL/A  - Hàng mới 100% nguyên seal.  - Phiên bản Mỹ LL/A, pin khỏe, 2 e-sim sóng mạnh.  - Hiệu năng tối ưu, thiết kế sang trọng, màu Tím Lavender  - Máy mới bảo hành 12 tháng, bao test 1 đổi 1 trong 30 ngày.  - Giá: 21.500.000 vnđ. ————//———— ✅ MACBOOKGIASI STORE ✅ Địa chỉ: 🏢 Trụ sở chính (Premium Store): 237 Trần Quang Khải, Phường Tân Định, Quận 1 🏠 Chi nhánh: 74 Quang Trung, Phường Gò Vấp, Quận Gò Vấp  ✔️ Bao test 30 ngày: lỗi phần cứng → đổi máy New 100% ngay, không sửa, không chờ ✔️ Bảo hành phần cứng 12 tháng: lỗi là đổi máy tương đương ngay lập tức ✔️ Máy Mỹ mã LL/A – 2 eSIM: pin dùng lâu hơn, sóng ổn định và mạnh hơn so với bản VN ✔️ Bảo hành thay pin trọn đời: pin dưới 80% → thay pin new hãng 100% ✔️ Bảo hành phần mềm vĩnh viễn, vệ sinh máy miễn phí ✔️ Quà tặng kèm theo máy: – Cốc sạc nhanh Apple 20W (đổi mới trọn đời) – Dán cường lực trọn đời – Ốp lưng xịn trọn đời ✔️ Ưu đãi thêm: – Voucher giảm 500k cho lần mua sau – Tặng 100k tiền mặt khi check-in tại shop",2026-05-06 22:35:14
IPhone 12 Promax 128GB Trắng quốc tế zin all,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone 12 Pro Max,Quốc tế (Không khoá mạng),null,Trắng,128 GB,null,8500000,null,null,null,131048741,https://www.chotot.com/131048741.htm,10 giờ trước,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","Cần bán IPhone 12 Promax trắng 128gb quốc tế, máy đẹp, máy mọi chức năng xài tốt, face id ok, pin trâu, máy chuẩn zin all, phụ kiện sạc cáp, có nhận trả góp bao nợ xấu",2026-05-06 22:35:14
IPhone 8 64GB gold quốc tế zin all,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone 8,Quốc tế (Không khoá mạng),null,Vàng,64 GB,null,1900000,null,null,null,131048839,https://www.chotot.com/131048839.htm,10 giờ trước,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","Cần bán IPhone 8 gold 64gb quốc tế, máy đẹp, máy mọi chức năng xài tốt, vân tay ok, pin trâu, máy chuẩn zin all, phụ kiện sạc cáp",2026-05-06 22:35:14
"11prm, 256g, zin full, sọc chỉ, pin zin 80",Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone 11 Pro Max,Quốc tế (Không khoá mạng),null,Xanh dương,256 GB,Còn bảo hành,4800000,null,null,null,132216722,https://www.chotot.com/132216722.htm,10 giờ trước,"Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương","Iphone 11prm Bảng 256g, pin ok Zin full, màn có 1 Sọc Dùng tốt, cân game chạy app Giá 4tr8",2026-05-06 22:35:15
Iphone 16 promax - 256gb ( bản vn/a) chính hãng,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone 16 Pro Max,null,Việt Nam,Xanh Sierra,256 GB,null,14350000,null,null,null,132216718,https://www.chotot.com/132216718.htm,10 giờ trước,"Phường Mai Dịch, Quận Cầu Giấy, Hà Nội","Em bán gấp Iphone 16 promax , 256gb mầu sa mạc , máy chính hãng fpt , bản vn/a , đang dùng ổn định kg một lỗi nhỏ , mới 99% , máy thay mỗ màn 1 lần thay màn sofd oled như zin , pin 98% , face id nhậy , ai mua qua alo em",2026-05-06 22:35:15
iPhone 17 Pro Max 256GB Cam Đã sử dụng,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone 17 Pro Max,Quốc tế (Không khoá mạng),Việt Nam,Titan Tự nhiên,256 GB,7-12 tháng,29200000,null,null,null,132182283,https://www.chotot.com/132182283.htm,10 giờ trước,"Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",iPhone 17 Promax 256gb Cám VN pin 100. Zin áp. BH 12/2026 ngoại hình 98. màn keng mua bán tại nhà. bao test 7 ngày  có giao lưu lên. quẹt thẻ tín dụng  ai cần liên hệ ,2026-05-06 22:35:15
iPhone 15 Pro Max 512GB,Cá nhân,Đã sử dụng (chưa sửa chữa),iPhone 15 Pro Max,null,null,null,512 GB,null,17800000,null,null,null,132167568,https://www.chotot.com/132167568.htm,10 giờ trước,"Phường Thới An, Quận 12, Tp Hồ Chí Minh","Thanh lý iPhone 15 Pro Max Quốc Tế mĩ 512GB.  - Pin còn 83%,   - Kính chầy lông mèo,viền như hình",2026-05-06 22:35:15
iPhone 15 Pro Max 256GB Titan 99%,Cá nhân,Đã sử dụng (chưa sửa chữa),iPhone 15 Pro Max,Quốc tế (Không khoá mạng),null,Xanh Sierra,256 GB,null,18500000,null,null,null,132216697,https://www.chotot.com/132216697.htm,10 giờ trước,"Phường Thới An, Quận 12, Tp Hồ Chí Minh","Thanh Lý iPhone 15 Pro Max VN 256GB titan tự nhiên,   - Máy zin  - ngoại hình 99%  - Pin còn 86%",2026-05-06 22:35:16
Apple iPhone 15 128GB Hồng VN/A,Cá nhân,Đã sử dụng (chưa sửa chữa),iPhone 15,Quốc tế (Không khoá mạng),Việt Nam,Bạc,128 GB,4-6 tháng,12500000,null,null,null,131572399,https://www.chotot.com/131572399.htm,10 giờ trước,"Phường An Bình, Thành phố Dĩ An, Bình Dương",Em bán  Iphone15 thường Việt Nam! 128h màu hồng Pin còn cao luôn bao êm Máy còn bảo hành 8/2026 Nhận giao lưu lên đời  Có sạc cáp zin máy còn,2026-05-06 22:35:16
Apple iPhone 16 Pro Max 256GB Bạc,Cá nhân,Đã sử dụng (chưa sửa chữa),iPhone 16 Pro Max,Quốc tế (Không khoá mạng),null,Xanh dương,256 GB,null,20000,null,null,null,132216689,https://www.chotot.com/132216689.htm,10 giờ trước,"Phường Hưng Định, Thành phố Thuận An, Bình Dương",Tìm iphone 16 prm 256. Ban nao dư dung chia se voi minh nhe,2026-05-06 22:35:16
iPhone 17 256GB Xanh VN/A Mới 100%,Bán chuyên,Mới,iPhone 17,Quốc tế (Không khoá mạng),Việt Nam,Cam,256 GB,>12 tháng,22700000,null,null,null,132216667,https://www.chotot.com/132216667.htm,10 giờ trước,"Phường Cái Khế, Quận Ninh Kiều, Cần Thơ","📱 iPhone 17 256GB – Xanh Xô Thơm VN/A | New Active – Chưa sử dụng  * New active online – chưa sạc, chưa qua sử dụng * Zin 100% – máy mới tinh * VN/A – chính hãng * Fullbox + phụ kiện đầy đủ * Chip mới – mượt mọi tác vụ * Màn Super Retina XDR – hiển thị sắc nét * Camera kép – chụp nét, quay video đẹp  💰 Giá: 22.700.000  🔥 Máy mới tinh – giá này quá ngon trong tầm 17 256GB  ✅Hỗ trợ thu cũ đổi mới, GL bù trừ hợp lí 📍 113/10/8 Trần Văn Khéo, P. Cái Khế, Cần Thơ 🚚 Giao toàn quốc – Bao test",2026-05-06 22:35:16
XS Max 64G QTế Đen Full Box Zin Áp Pin Zin 90%,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone XS Max,Quốc tế (Không khoá mạng),null,Xanh lá,128 GB,Còn bảo hành,3200000,null,null,null,119679552,https://www.chotot.com/119679552.htm,10 giờ trước,"Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh","Mình lên đời máy cao hơn cần bán lại con máy đang sử dụng, nguyên zin nguyên áp 100%, ( Vỏ , main, màn hình đều zin hết ). Máy đẹp không vết xước hay cấn móp, mọi chức năng hoàn hảo, máy qtế bỏ sim xài ngay, dung lượng pin zin hơn 90% xài được 2 ngày. Hình thật của máy chuẩn thông tin. Icloud của tôi bao đặt lại hết. Có bảo hành bao xài yên tâm sử dụng . Có đầy đủ phụ kiện zin theo máy. Còn tin đăng là còn máy nha. Mua thì gọi tôi trực tiếp. Cám ơn chợ tốt duyệt tin.",2026-05-06 22:35:17
iPhone 16e CH -128GB - Pin 100 - Nguyên Zin,Bán chuyên,Đã sử dụng (chưa sửa chữa),IPhone 16e,null,null,Đen,128 GB,3 tháng,11700000,null,null,null,132216662,https://www.chotot.com/132216662.htm,10 giờ trước,"Phường An Hòa, Quận Ninh Kiều, Cần Thơ","iPhone 16e Chính Hãng  Bộ nhớ 128GB - Pin 100% Máy màu đen - Nguyên zin - Full chức năng 📲Giá=11.700.000₫ ════════════════ 🧩Tình trạng: Máy qua sử dụng. Đẹp 98+ ⚙️Phần cứng: Chíp Chip A18 (GPU 4 lõi). Màn hình OLED Super Retina XDR, 60Hz. 6.1 ”inches. Pin 4005 mAh 🕹️Phụ kiện: sạc 30w ⚙️Phần mềm: Full 100% tiếng Việt   ════════════════ ⛔BÁN TRẢ GÓP | TRẢ TRƯỚC 0 ĐỒNG ⛔THU CŨ ĐỔI MỚI TRỢ GIÁ LÊN ĐỜI ➔ Trả góp qua thẻ tín dụng Visa/Master, Home PayLater, ví MoMo (có hỗ trợ từ xa). ➔ Nhiều dòng máy hơn xem thêm wed >HMPHONE.VN< ═════════════════ ✴️Shop có các dòng điện thoại khác của chính hãng & xách tay, liên hệ để được báo giá. 🏪ĐỊA CHỈ: CẠNH 7C ĐƯỜNG MẬU THÂN, P CÁI KHẾ, TP CẦN THƠ ( đường Nguyễn Văn Cừ đi về cầu Rạch Ngỗng 1 Mậu Thân phía bên phải 100m từ cơm chay Bách Thảo 2 ) (lên Google Map gõ "" HM PHONE "" sẽ có hiển thị ra ) ⏰GIỜ MỞ CỬA: 9:00 - 21:00 (cả tuần).",2026-05-06 22:35:17
iPHONE 12 PRO 128G Qtế Zin Xài Bền Bao Xài Y Tâm,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone 12 Pro,Quốc tế (Không khoá mạng),null,Xanh Pacific,128 GB,Còn bảo hành,5600000,null,null,null,126214197,https://www.chotot.com/126214197.htm,10 giờ trước,"Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh","- Tình trạng : Máy nguyên zin đẹp, vỏ zin 98% 99% - Tất cả mọi chức năng đều hoạt động đầy đủ. - Face ID hoạt động tốt. - Camera sáng nét căng. - Sóng sánh căng đét - Pin zin còn trên 90% - Máy iCloud sạch sẻ bao đặt lại hết. - Phụ kiện gồm : Sạc cáp, cường lực, ốp lưng. - Bao test chức năng 3 ngày, iCloud bao tại chổ. - Giao dịch trực tiếp tại nhà. - Mua thì gọi trực tiếp không tl qua tin nhắn - Xin cám ơn",2026-05-06 22:35:18
iPhone 14 Pro Max 128GB Tím VN/A thày màn GX rồi,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone 14 Pro Max,Quốc tế (Không khoá mạng),Việt Nam,Xanh Pacific,128 GB,null,8300000,null,null,null,131696387,https://www.chotot.com/131696387.htm,10 giờ trước,"Phường 2, Quận Bình Thạnh, Tp Hồ Chí Minh","Lên đời bán lại Điện thoại iPhone 14 Pro Max 128GB vn/a màu tím, thiết kế sang trọng, hiệu năng mạnh mẽ.  - Camera chụp ảnh đẹp, sắc nét.  - Pin 93 dùng lâu, màn hình hiển thị sống động.  - Máy dùng ổn định, ngoại hình đẹp.",2026-05-06 22:35:18
13PMAX 128GB CHUẨN ZIN PIN 95% (HỖ TRỢ GÓP TAY ĐÔI,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone 13 Pro Max,Quốc tế (Không khoá mạng),Mỹ (LL/A),Vàng,128 GB,4-6 tháng,11490000,null,null,null,131960716,https://www.chotot.com/131960716.htm,10 giờ trước,"Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",📱 iPhone 13 Pro Max 128GB – Zin All – Pin 100%  🔹 Bao test màn hình (xanh/trắng) 6 tháng – yên tâm sử dụng 🔹 góp 2–15tháng     ⸻ QUYỀN LỢI KHÁCH HÀNG 	•	Bao test sử dụng 30 ngày 1 đổi 1 	•	Bảo hành 6 tháng phần cứng 	•	Bảo hành 12 tháng phần mềm   🎁 Ốp lưng chống sốc tặng trọn đời 🎁 Cường lực KingKong chống rơi rớt dán miễn phí còn máy còn dán  🎁 Sạc + cáp zin 20W bảo hành 1 đổi 1 trong 1 năm ⸻  💳 CIC đẹp: không cần trả trước 🔥 Hỗ trợ góp nợ xấu – bao đậu 100%  ❌ Không phí ❌ Không gọi người thân ❌ Không cài iCloud ❌ Không giữ giấy tờ  💳 THANH TOÁN LINH HOẠT  ✔️ Tiền mặt – chuyển khoản ✔️ Thẻ tín dụng ✔️ Thanh toán ONLINE nhanh gọn  ⸻  📞 Inbox hoặc Zalo:*** 🚚 Nhận thu cũ – đổi mới – ship tận nơi 🏯ĐỊA CHỈ shop 16/5 hoặc 16/2 Tân Thành phường Tân Thành quận Tân Phú ⏰Làm Việc từ 8h-24h,2026-05-06 22:35:18
Dư xài bán iPhone 11 Pro Max 256GB QT thay màn GX,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone 11 Pro Max,Quốc tế (Không khoá mạng),Mỹ (LL/A),Xám / Space Gray,256 GB,null,4200000,null,null,null,131700897,https://www.chotot.com/131700897.htm,10 giờ trước,"Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh","Cần bán lại Điện thoại iPhone 11 Pro Max 256GB màu xanh, hiệu năng mạnh, camera đẹp, pin 93  ổn định.   - Máy dùng ổn định, ngoại hình đẹp.   - Hệ điều hành iOS 26.3.1.",2026-05-06 22:35:18
IPhone 16 128GB Đen Quốc tế zin all,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone 16,Quốc tế (Không khoá mạng),null,Đen,128 GB,null,14500000,null,null,null,131939331,https://www.chotot.com/131939331.htm,10 giờ trước,"Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh","Cần bán IPhone 16 đen 128gb quốc tế, máy đẹp, máy mọi chức năng xài tốt, bản có khe sim vật lý, face id ok, pin trâu, máy chuẩn zin all, màn hơi xước chút, máy chuẩn zin all, phụ kiện sạc cáp, có nhận trả góp bao nợ xấu hoặc góp qua thẻ tín dụng ",2026-05-06 22:35:19
Apple iPhone 15 Pro Max 256GB Mỹ,Bán chuyên,Đã sử dụng (chưa sửa chữa),iPhone 15 Pro Max,Quốc tế (Không khoá mạng),Mỹ (LL/A),Xanh Sierra,256 GB,4-6 tháng,18900000,null,null,null,131561147,https://www.chotot.com/131561147.htm,10 giờ trước,"Phường Tân Định, Quận 1, Tp Hồ Chí Minh","Apple iPhone 15 Pro Max 256GB likenew ✅ Cấu hình: 256GB, mã Mỹ LL/A (dùng 2 e-sim) ✅ Tình trạng: đẹp 99%, pin cao, máy quốc tế zin all ✅ Giá: 18.900.000 ————//———— ✅ MACBOOKGIASI STORE ✅ Địa chỉ: 🏢 Trụ sở chính (Premium Store): 237 Trần Quang Khải, Phường Tân Định, Quận 1 🏠 Chi nhánh: 74 Quang Trung, Phường Gò Vấp, Quận Gò Vấp  ✔️ Bao test 30 ngày 1 đổi 1: lỗi phần cứng → đổi máy khác ngay, không sửa, không chờ ✔️ Bảo hành phần cứng 06 tháng ✔️ Máy Mỹ mã LL/A – 2 eSIM ✔️ Bảo hành thay pin trọn đời: pin dưới 80% → thay pin new hãng 100% ✔️ Bảo hành phần mềm vĩnh viễn, vệ sinh máy miễn phí ✔️ Quà tặng kèm theo máy: – Bộ sạc gồm cáp và cốc sạc nhanh Apple 20W (đổi mới trọn đời) – Dán cường lực trọn đời – Ốp lưng xịn trọn đời ✔️ Ưu đãi thêm: – Voucher giảm 500k cho lần mua sau – Tặng 100k tiền mặt khi check-in tại shop",2026-05-06 22:35:19
